Dataset,County,County_Urban,County_Bioregion,Frequency_General,Frequency_Tuna,Frequency_Shrimp,Frequency_Salmon,Frequency_Flounder,Frequency_BlueCrab,Frequency_Clams,Frequency_Mullet,Frequency_Oysters,Frequency_raw_Tuna,Frequency_raw_Shrimp,Frequency_raw_Salmon ,Frequency_raw_Flounder,Frequency_raw_BlueCrab,Frequency_raw_Clams ,Frequency_raw_Mullet ,Frequency_raw_Oysters ,Where_Tuna,Where_Shrimp,Where_Salmon,Where_Flounder,Where_BlueCrab,Where_Clams,Where_Mullet,Where_Oysters,Form_Tuna,Form_Shrimp,Form_Salmon,Form_Flounder,Form_BlueCrab,Form_Clams,Form_Mullet,Form_Oysters,Preference_Tuna ,Preference_Shrimp,Preference_Salmon,Preference_Flounder,Preference_BlueCrab ,Preference_Clams ,Preference_Mullet ,Preference_Oysters,Qualities_Healthy ,Qualities_Local ,Qualities_Safe ,Qualities_Local_Economies ,Qualities_Tasty ,Qualities_Affordable,Qualities_Local_Culture ,Qualities_Sustainable ,Qualities_Easy_Access ,Qualities_Local_Environments,Qualities_Fresh,Importance_Health,Importance_Local,Importance_Safe,Importance_Local_Economies,Importance_Tasty,Importance_Affordable,Importance_Local_Culture,Importance_Sustainable,Importance_Easy_Access,Importance_Local_Environments,Importance_Fresh,Importance_Wild,Importance_Farmed,WTP_Healthy,WTP_Local,WTP_Safe,WTP_Local_Economies,WTP_Tasty,WTP_Affordable,WTP_Local_Culture,WTP_Sustainable,WTP_Easy_Access,WTP_Local_Environments,WTP_Fresh,WTP_Wild,WTP_Farmed,Covid_Importance_Healthy,Covid_Importance_Local,Covid_Importance_Safe,Covid_Importance_Local_Economies,Covid_Importance_Tasty,Covid_Importance_Affordable,Covid_Importance_Local_Culture,Covid_Importance_Sustainable,Covid_Importance_Easy_Access,Covid_Importance_Local_Envrionments,Covid_Importance_Fresh,Covid_Importance_Wild,Covid_Importance_Farmed,Rank_Coastal_Development,Rank_Heritage,Rank_State_Economy,Rank_Sustainability ,Rank_Small_Business,Rank_Wages,Rank_Trade_Deficit,Rank_Food_Security,Rank_Wild,Rank_Farmed,Local_Seafood,Local_Seafood_Text,Benefit_Local,LocalBenefit1,LocalBenefit2,Rate_Mariculture_Win,Rate_Grow_Oyster_Market,Rate_Regulatory_Balance,Rate_Unfair_Markets,Rate_Company_Rights,Rate_Good_Bad_Years,Rate_Hurt_Oyster_Market,Rate_Heritage_Loss,Rate_Local_Food_Security,Rate_Farms_Improve_Fishing,Rate_Aquaculture_Future,Rate_Residential_Leases,Rate_Overfishing_Occurring ,Rate_Fish_Meant_Harvesting ,Rank_Growth_NC_Seafood_Critical,Rank_Farming_Priority,Rank_Commercial_Fishing_Protection,Rank_Commercial_Fishing_Backbone,Knowledge_Production,Frequency_NC_Coast,Involvement_Commercial,Involvement_Recreational,Eat_Catch,Distance_NC_Coast_original,Zip,Age_original,Age_corrected,Over_Under_40,Gender_original,Gender_Text,Education,Political_Party,Political_Party_Text,Race1,Race2,Race3,Race4,Race_Text,Race_Combined,Income,Duration
1,Stokes,2,3,5,5,4,4,3,4,0,0,0,0,0,0,0,0,,,,3,3,3,4,3,,,,3,2,2,5,1,,,,1,1,1,1,1,,,,1,4,2,2,1,3,3,1,2,1,1,5,2,5,4,5,5,4,5,4,4,4,5,1,1,0,1,0,1,1,1,1,1,0,0,1,0,2,2,2,2,2,3,2,2,2,2,2,2,2,,3,,1,,,,,2,,4,,supports your state and surrounding states,,,3,2,4,4,2,2,4,4,3,3,3,5,4,1,2,4,3,1,0,1,0,0,4,6,27052,5,6,2,1,,2,2,,1,,,,,1,5,874
1,Cabarrus,1,3,4,4,4,4,4,2,0,0,3,4,0,4,0,0,,,4,3,3,3,4,4,,,4,3,2,1,5,5,,,5,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,2,1,,3,,Idk,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,4,2,3,3,3,2,4,28027,2,2,1,1,,5,1,,1,,,,,1,6,358
1,Pender,2,1,5,4,4,5,3,0,1,0,1,0,0,0,0,,0,,0,4,4,3,4,,8,,8,3,1,4,5,,6,,6,1,3,3,1,,2,,2,2,1,2,2,1,3,2,3,3,2,1,5,5,5,4,5,4,4,4,3,4,5,4,2,0,1,0,0,0,0,1,0,0,1,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,,3,,2,,,4,,Supporting local economy and workers and ensuring that the seafood is fresh,,,5,4,3,4,1,2,3,4,4,4,4,4,3,3,2,1,3,4,1,8,0,0,0,1,28443,6,7,2,2,,5,2,,1,,,,,1,5,1853
1,Wake,1,3,2,0,4,0,0,0,0,0,0,,0,,,,,,,,3,,,,,,,,2,,,,,,,,6,,,,,,,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,1,2,,,,,3,,supporting local business,,,3,3,3,4,2,3,3,4,4,3,3,3,3,3,1,3,4,2,0,0,0,0,0,6,27613,6,7,2,1,,5,2,,1,,,,,1,7,578
1,Cumberland,1,2,2,4,2,2,0,0,2,0,2,0,0,0,,,0,,0,3,3,3,,,3,,3,3,2,2,,,2,,2,6,6,6,,,6,,6,2,5,2,2,2,2,5,5,3,5,1,4,2,5,4,4,5,4,4,4,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,3,,,,,3,2,,1,,,6,,helps keeping jobs locally,,,3,2,5,5,3,1,4,5,4,3,3,3,5,4,2,1,3,4,1,8,0,3,1,5,28314,5,6,2,1,,2,1,,1,,,,,1,2,1058
1,Johnston,1,2,6,5,3,3,1,1,1,0,1,1,1,1,1,1,0,,0,3,3,4,4,4,4,,4,3,2,4,1,5,5,,5,2,2,2,2,2,2,,2,1,1,1,1,1,1,1,1,3,1,1,5,3,5,4,4,4,4,4,4,3,4,4,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,,,1,,,2,,,6,,local support,,,3,3,4,3,2,3,2,2,3,4,3,2,3,4,1,3,4,2,2,5,0,0,1,3,27520,4,4,2,2,,5,3,,5,,,,,5,4,312
1,Franklin,2,3,3,2,3,2,1,0,0,0,0,0,0,0,0,,,,,3,3,3,4,,,,,6,2,1,5,,,,,3,3,1,3,,,,,1,3,2,3,1,3,3,2,3,3,1,4,3,5,3,5,4,4,4,4,4,5,4,2,1,0,1,0,0,0,0,0,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,,2,,3,,,,,3,,Helping people in our state that are selling it or caught it,,,5,1,1,5,3,2,3,3,5,3,3,4,3,3,2,4,3,1,1,2,0,0,0,6,27596,5,6,2,1,,3,2,,1,,,,,1,5,669
1,Caswell,2,3,4,4,2,3,0,0,0,0,0,0,0,0,,,,,,3,4,3,,,,,,3,5,3,,,,,,3,3,3,,,,,,3,3,3,3,3,3,2,3,3,3,4,5,3,3,3,4,4,3,4,4,4,4,3,2,4,4,3,4,2,3,3,3,3,3,4,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,,3,,,2,1,,,,,6,,Freshness good price,,,5,3,3,4,2,4,4,4,5,5,2,5,5,5,2,4,1,3,2,8,0,3,3,3,27315,4,4,2,1,,2,2,,1,,,,,1,3,533
1,Brunswick,2,1,5,4,4,5,2,1,0,0,0,0,0,0,0,0,,,,3,3,3,4,5,,,,3,2,2,1,1,,,,3,3,3,3,3,,,,2,2,2,2,1,2,1,1,2,1,1,5,4,5,5,5,5,5,5,4,5,5,5,4,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,2,2,2,2,2,3,2,3,2,2,,1,,,2,,,,,3,6,,employment for small and family businesses,,,5,5,5,5,4,3,3,4,5,5,4,5,5,4,2,4,1,3,2,8,0,3,4,2,28461,6,7,2,1,,6,3,,1,,,,,1,2,635
1,Davidson,2,3,5,0,5,0,3,0,0,0,0,,0,,0,,,,,,4,,4,,,,,,1,,1,,,,,,6,,6,,,,,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,3,,,2,,1,1,,Mayflower ,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,2,3,3,8,0,0,1,3,27360,5,5,2,1,,1,2,,1,,,,,1,1,655
1,Pitt,2,2,2,4,2,2,1,2,0,0,0,2,1,0,0,0,,,,3,4,4,5,5,,,,3,2,1,1,1,,,,3,4,5,3,2,,,,2,2,2,2,2,3,3,3,3,2,2,4,3,4,3,4,3,3,3,3,3,4,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,3,3,3,2,3,2,2,3,3,2,2,2,,,,3,1,,,2,,,3,,It's fresher and it helps the local economy,,,3,4,4,4,2,2,2,4,5,4,4,4,3,2,3,1,4,2,1,3,0,0,0,5,27834,4,4,2,1,,5,2,,1,,,,,1,2,1174
1,Lee,2,3,5,6,3,2,2,0,0,0,0,5,0,0,0,,,,,3,3,3,3,,,,,3,2,2,2,,,,,3,3,3,3,,,,,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,,1,,2,,,,,3,,supports the local people,,,5,3,5,4,3,2,3,4,5,3,4,5,5,2,1,4,2,3,0,1,0,0,0,6,27330,6,7,2,2,,2,3,,1,,,,,1,1,1005
1,Gaston,1,3,5,1,0,2,2,0,0,0,0,0,,0,0,,,,,4,,4,4,,,,,5,,5,5,,,,,3,,3,3,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,2,1,2,2,2,1,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,2,1,3,,support of neibors,,,3,4,4,4,3,4,2,2,3,4,4,4,4,4,1,4,3,2,2,3,0,0,0,6,28016,5,6,2,2,,4,3,,1,,,,,1,3,399
1,Durham,1,3,3,2,2,3,2,3,4,3,2,3,3,2,3,1,2,2,2,4,3,3,3,3,4,3,3,3,3,1,4,2,2,1,2,3,3,2,3,4,4,3,4,2,2,3,3,4,4,4,4,4,4,2,3,3,4,3,4,4,3,3,3,3,3,3,3,2,2,3,2,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,2,2,2,,3,1,2,,,,,,,4,,It’s good and clean ,,,3,4,4,5,4,3,5,4,4,3,3,3,4,4,1,2,4,3,1,4,3,3,2,4,27701,2,2,1,1,,4,3,,5,,,,,5,5,492
1,Harnett,2,2,1,0,1,0,0,0,0,0,0,,0,,,,,,,,4,,,,,,,,5,,,,,,,,3,,,,,,,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,2,,3,,,,4,,it is fresher ,,,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,2,4,1,2,3,0,3,2,6,27526,3,3,1,1,,6,1,,1,,,,,1,7,480
1,Wake,1,3,2,0,1,0,1,0,0,0,0,,0,,0,,,,,,4,,4,,,,,,5,,5,,,,,,4,,4,,,,,3,3,3,3,3,3,3,3,3,3,3,5,4,5,4,5,5,4,4,4,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,3,3,2,2,3,2,3,1,2,,,,3,,,,1,,2,6,,helps support local businesses,,,3,3,4,5,4,4,3,5,5,3,5,5,4,4,4,2,3,1,0,1,0,3,1,6,27587,4,4,2,1,,1,5,,2,,,,,2,2,1113
1,Alamance,2,3,2,1,1,2,2,0,0,0,0,0,0,0,0,,,,,4,4,4,4,,,,,3,5,5,5,,,,,1,1,1,1,,,,,1,1,1,1,1,3,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,,,,,,,3,2,3,3,2,3,2,1,2,2,3,3,1,,,,,3,,,1,2,,1,,Live locally buy locally,,,1,1,4,5,1,5,3,5,3,3,3,5,3,3,4,1,3,2,0,1,0,3,0,5,27253,4,4,2,2,,3,1,,1,,,,,1,3,638
1,Durham,1,3,3,0,2,2,0,0,0,1,2,,0,0,,,,0,0,,4,3,,,,4,4,,2,1,,,,5,5,,1,1,,,,1,1,1,2,1,2,1,3,1,1,3,1,2,5,3,5,4,5,4,3,5,4,4,5,5,1,2,0,2,0,2,0,0,2,2,1,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,,3,,,1,,3,,Fresh,,,2,2,3,4,3,2,4,4,4,3,3,4,5,2,2,3,1,4,1,3,0,0,0,6,27707,3,3,1,1,,6,2,,1,,,,,1,4,632
1,Union,1,3,4,2,0,2,4,0,0,0,0,0,,0,0,,,,,3,,4,4,,,,,3,,5,5,,,,,6,,2,2,,,,,1,1,3,3,2,3,1,5,3,5,1,4,1,4,3,5,5,3,1,3,1,3,1,1,1,1,1,0,1,1,0,0,0,1,2,1,0,2,3,3,2,2,1,2,2,2,2,3,2,2,3,,,,2,,,,1,,3,,"Contributes to the fishing community in my area
",,,5,5,5,5,2,4,4,5,5,3,4,3,5,1,1,4,2,3,0,1,0,3,0,6,28110,1,1,1,1,,2,3,,1,2,,,,8,1,834
1,Johnston,1,2,2,1,2,3,1,0,0,0,1,0,0,0,0,,,,0,4,4,3,4,,,,4,5,5,6,5,,,,5,3,3,3,3,,,,3,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,3,2,,,,,7,South Carolina,Fresh and supporting local economy,,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,1,2,3,4,0,3,0,0,1,6,27520,2,2,1,1,,3,1,,1,,,,,1,2,406
1,Mecklenburg,1,3,1,0,1,0,0,0,0,0,0,,0,,,,,,,,3,,,,,,,,2,,,,,,,,6,,,,,,,1,3,1,5,5,3,5,5,5,5,1,1,3,5,1,5,5,1,1,5,1,1,2,1,1,0,3,0,1,0,1,1,2,1,0,0,0,2,3,2,2,2,2,2,2,2,2,2,2,2,1,,3,,,2,,,,,3,,It hasn’t traveled to far so it should be fresher than compared to other places,,,3,3,5,3,2,3,4,5,3,3,4,2,4,4,1,2,4,3,0,0,0,0,0,6,28273,1,1,1,1,,2,5,,1,,,,,1,8,888
1,Mecklenburg,1,3,2,2,2,2,2,0,0,0,0,0,0,0,0,,,,,3,3,3,3,,,,,3,2,1,1,,,,,3,3,1,1,,,,,4,4,4,4,4,3,4,4,4,4,4,3,1,5,2,5,4,2,3,3,3,5,3,1,0,0,0,0,1,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,1,,2,,3,3,,"freshness guarantee, support local business",,,4,5,3,3,4,4,3,4,5,4,4,3,3,4,2,1,3,4,1,3,0,0,0,6,28269,6,7,2,2,,6,3,,1,,,,,1,4,1940
1,New Hanover,1,1,5,2,4,5,1,0,0,0,0,0,0,0,0,,,,,3,3,6,5,,,,,3,1,1,1,,,,,3,3,2,2,,,,,1,1,1,2,1,3,2,2,3,2,3,4,4,3,3,3,4,4,3,3,4,3,3,4,2,2,3,2,1,3,2,3,2,4,2,2,3,2,2,3,3,1,2,3,2,2,3,2,3,2,,,3,,,1,,2,,,2,,Helping local economy ,,,4,4,3,1,3,4,4,5,2,2,2,4,2,4,2,4,1,3,4,7,1,0,1,2,28401,3,3,1,1,,5,3,,1,,,,,1,6,341
1,Pitt,2,2,2,0,2,1,2,0,1,0,0,,0,0,0,,0,,,,4,3,4,,4,,,,5,1,5,,5,,,,3,3,3,,3,,,2,2,2,3,2,3,3,2,3,2,2,5,3,5,3,5,5,3,3,5,3,5,3,3,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,3,,,,,,3,,It is fresh and supports local fisherman and the local economy,,,5,4,4,4,4,5,4,4,5,5,4,4,4,4,1,4,3,2,1,2,0,3,0,5,28590,5,5,2,2,,5,3,,1,,,,,1,4,872
1,,,,4,2,4,3,3,2,1,0,2,1,3,0,0,0,0,,2,4,5,4,4,1,5,,4,3,1,5,5,1,5,,5,2,1,3,2,1,3,,2,2,1,2,2,2,2,2,2,3,2,1,4,5,5,3,5,5,3,4,5,3,5,4,3,1,3,2,1,3,3,2,1,2,2,3,2,1,2,3,3,3,2,3,3,3,3,3,3,3,2,,2,3,,1,,,,,,4,,Supporting local businesses ,,,4,3,5,4,3,3,4,4,5,3,3,4,4,4,1,4,2,3,2,4,0,3,2,6,28081,3,3,1,1,,6,1,,1,,,,,1,5,776
1,Wake,1,3,4,3,3,4,2,2,0,0,0,3,1,4,0,0,,,,5,5,3,3,3,,,,1,1,1,1,1,,,,1,1,1,1,1,,,,1,2,2,2,1,3,1,1,3,1,1,4,4,5,4,5,4,5,5,4,5,5,5,2,1,2,2,1,2,2,2,1,2,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,1,3,,,,2,,1,,It helps to support the local industries and is usually fresher and tastes better. ,,,5,3,4,3,2,1,3,2,4,2,1,3,4,4,1,2,3,4,1,7,0,3,4,6,27614,1,1,1,1,,3,3,,1,,,,,1,8,576
1,Orange,2,3,5,3,3,3,3,3,2,1,2,3,0,1,0,0,0,0,2,3,3,3,3,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,5,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,,3,2,,,,3,,helping local economy,,,5,4,3,4,2,4,3,4,3,4,4,3,4,3,4,2,1,3,2,4,0,3,4,6,27514,5,6,2,2,,5,2,,1,,,,,1,4,531
1,Madison,2,4,2,1,2,0,2,0,0,0,2,1,0,,0,,,,1,4,4,,4,,,,4,1,1,,1,,,,1,2,3,,2,,,,3,1,2,2,3,2,2,3,3,3,3,2,4,4,5,4,5,5,4,4,4,5,5,3,3,1,1,2,1,2,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,,,1,2,,,,,,3,,"Helps my local economy, is fresher,and has better flavor ",,,4,4,5,4,4,2,2,4,3,4,3,3,5,2,1,4,3,2,0,1,0,3,4,6,28754,6,7,2,1,,6,1,,1,,,,,1,2,833
1,Mecklenburg,1,3,5,4,5,2,2,0,0,0,0,0,3,2,0,,,,,3,3,3,3,,,,,1,1,1,1,,,,,2,2,2,2,,,,,1,5,2,1,1,3,2,1,3,2,1,4,2,5,1,4,3,2,4,4,3,5,3,1,1,0,3,0,2,1,0,0,1,2,2,0,0,3,2,3,2,2,2,2,2,3,2,2,2,2,2,,3,,,,,1,,,3,,It is fresher,,,4,3,2,3,2,2,3,4,5,3,4,4,5,1,2,1,4,3,2,2,0,0,0,7,28205,4,4,2,1,,4,2,,1,,,,,1,4,782
1,Catawba,2,3,1,0,1,0,0,0,0,0,0,,0,,,,,,,,4,,,,,,,,5,,,,,,,,3,,,,,,,3,5,2,5,2,5,5,5,5,5,5,1,1,1,1,4,3,1,1,3,2,3,1,1,2,0,1,0,4,3,0,0,1,1,0,0,0,3,2,3,2,2,2,2,2,2,2,2,2,3,3,,,1,,2,,,,,1,,Because you should normally know what is going on around you and if the seafood is safe to eat.,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,3,2,0,0,0,0,0,6,,1,1,1,2,,1,3,,1,,,,,1,1,861
1,Craven,2,2,5,3,5,2,5,4,2,3,5,0,0,0,0,0,0,0,2,2,1,3,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,3,3,3,4,4,3,4,4,3,4,1,2,2,2,2,3,2,3,2,3,3,2,1,,1,,,,3,2,,,,1,,"Its Fresh, and it helps the community's prosper",,,5,4,5,4,5,3,4,3,2,3,3,4,4,4,3,2,1,4,4,5,1,1,2,4,28562,4,4,2,2,,4,1,,1,,,,,1,6,1417
1,Cumberland,1,2,2,2,2,2,2,0,0,0,0,1,2,2,2,,,,,4,5,4,5,,,,,5,1,5,1,,,,,2,2,2,2,,,,,2,2,3,2,2,3,2,3,3,3,2,4,4,5,4,4,3,4,4,4,5,4,3,2,0,1,0,1,0,0,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,3,,,3,,"less road to transport, more freshness. Local economy benefits from it",,,5,3,4,4,2,2,2,4,4,5,4,4,4,2,1,2,4,3,1,3,0,0,0,6,28304,5,6,2,1,,2,2,,1,,,,,1,4,1038
1,Burke,2,3,5,5,5,4,0,4,4,0,4,0,0,0,,0,0,,0,3,3,3,,3,3,,3,1,1,1,,1,1,,1,3,3,3,,3,3,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,3,4,4,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,2,1,,,,,,,1,,Affordability,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,4,2,3,0,0,0,6,28690,2,2,1,1,,3,3,,5,,,,,5,1,463
1,Craven,2,2,3,3,4,4,3,0,0,0,0,3,2,3,0,,,,,3,3,3,4,,,,,3,1,4,5,,,,,6,6,6,6,,,,,5,1,5,1,1,3,1,3,3,3,1,3,3,5,2,5,4,2,2,4,2,5,1,1,0,0,4,0,4,4,0,0,0,0,4,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,2,3,,,,,7,The Crystal Coast,Protecting her economy and local businesses.,,,5,3,5,3,2,4,2,4,1,3,4,3,4,2,1,2,3,4,1,6,0,3,4,4,28560,4,4,2,1,,4,4,,1,,,,,1,2,1331
1,Cumberland,1,2,3,3,3,1,2,1,1,0,1,3,3,0,0,0,0,,1,3,3,4,4,4,4,,4,3,2,5,5,5,5,,1,3,2,3,3,3,3,,2,3,3,3,5,1,3,5,5,3,3,1,4,3,5,4,4,4,4,4,4,4,5,4,4,4,4,3,3,4,3,3,3,2,2,3,3,3,3,3,3,2,3,3,2,2,2,2,3,3,3,,,,,3,,,1,,2,6,,Helping,,,3,3,5,4,4,5,3,4,4,3,3,3,4,4,4,1,3,2,2,2,0,0,2,5,28311,6,7,2,1,,3,1,,1,,,,,1,5,838
1,Wake,1,3,2,2,2,1,1,0,0,0,1,2,2,0,0,,,,0,3,3,3,3,,,,3,1,1,1,1,,,,1,3,3,3,3,,,,3,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,3,3,3,3,3,3,4,3,3,1,2,0,1,1,0,0,1,1,1,3,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,3,,2,,,,,,3,,Funnels my money back into our own economy,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,3,4,0,3,0,0,0,5,27519,2,2,1,2,,5,2,,1,,,,,1,7,520
1,Stanly,2,3,2,0,0,0,1,0,0,0,0,,,,0,,,,,,,,3,,,,,,,,2,,,,,,,,3,,,,,1,1,3,2,2,2,1,3,5,5,1,4,4,4,4,5,5,4,4,3,3,4,3,3,2,2,3,2,1,2,1,2,2,3,2,2,1,3,2,3,3,3,3,2,2,2,3,3,2,2,,2,,3,,,,1,,,3,,Helping the local economy,,,4,2,5,4,2,2,2,4,4,3,4,3,5,2,1,2,3,4,0,3,0,3,1,6,,1,1,1,1,,4,2,,1,3,,,,8,2,532
1,Guilford,1,3,2,0,2,3,0,0,0,0,0,,0,3,,,,,,,4,3,,,,,,,5,1,,,,,,,3,5,,,,,,3,3,3,3,3,3,3,3,3,4,3,2,4,4,3,5,4,3,4,4,4,4,3,4,2,2,0,1,1,0,1,1,3,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,1,,,3,,2,,,,,4,,It's fresher,,,3,3,5,5,1,3,3,3,3,3,4,5,4,1,1,2,3,4,0,0,0,0,0,6,27406,1,1,1,3,,2,2,,3,,,,,3,2,513
1,Mecklenburg,1,3,2,0,1,0,2,0,0,0,0,,0,,0,,,,,,4,,4,,,,,,5,,5,,,,,,6,,6,,,,,5,5,5,3,2,5,3,5,5,3,2,3,2,4,1,5,5,1,2,4,2,5,1,1,1,1,2,1,2,1,0,1,1,0,2,1,1,3,2,3,3,2,3,3,2,2,3,2,2,2,3,,1,,2,,,,,,4,,It does not have to travel far from the ocean to your home.,,,5,4,5,5,2,2,3,3,3,2,3,2,5,2,2,3,4,1,0,3,0,0,0,6,28105,3,3,1,1,,5,2,,1,,,,,1,6,721
1,Buncombe,1,4,4,4,4,0,0,0,0,0,0,0,0,,,,,,,3,3,,,,,,,3,2,,,,,,,6,6,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,3,3,3,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,2,2,2,2,2,2,2,2,,,,2,,3,1,,,,6,,It would br fresh.,,,4,4,3,4,3,4,4,3,3,4,4,4,4,3,1,4,3,2,1,0,0,0,0,0,28748,4,5,2,1,,4,5,,1,,,,,1,1,342
1,Pasquotank,2,1,2,4,3,0,0,0,2,0,0,0,0,,,,0,,,3,4,,,,4,,,3,2,,,,5,,,3,3,,,,3,,,1,1,3,1,1,3,2,3,3,2,1,2,3,5,4,5,5,4,4,3,4,5,5,2,0,1,2,2,2,0,2,2,1,2,2,1,1,2,3,2,3,2,3,3,2,3,2,3,3,2,,3,,1,2,,,,,,3,,Helping the locals of my area,,,4,2,4,5,2,2,2,3,4,2,3,4,4,2,2,3,4,1,0,3,0,0,0,3,27909,6,7,2,1,,2,3,,1,,,,,1,2,882
1,Guilford,1,3,6,5,0,2,5,3,0,0,4,0,,0,0,0,,,0,1,,1,1,1,,,1,1,,1,1,1,,,1,6,,6,6,6,,,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,1,,,2,,,,1,,Is the only way to get fresh fish,,,5,5,4,5,5,2,1,3,3,1,2,3,3,3,2,4,3,1,1,2,0,3,0,6,27401,5,5,2,2,,2,2,,3,,,,,3,1,1447
1,Wilson,2,2,3,0,3,0,0,0,0,0,0,,0,,,,,,,,3,,,,,,,,2,,,,,,,,3,,,,,,,2,3,5,3,2,5,3,5,5,5,2,1,1,1,1,4,4,1,1,4,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,1,,,,,,,3,,Fresh.,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,4,0,3,0,0,0,5,27893,3,3,1,1,,6,1,,1,,,,,1,3,831
